"client_id","sex","Montant","Fréquence","Récence","Prix_Categ0","Prix_Categ1","Prix_Categ2","Age","TrancheAge"
"c_1856","m",286.89,10,26,204.74000000000004,82.15,0,45,"(41,46]"
"c_1857","f",801.6400000000002,25,2,645.6100000000002,156.03,0,31,"[17,31]"
"c_1858","f",460.82000000000005,17,9,286.82000000000005,173.99999999999997,0,48,"(46,54]"
"c_1859","m",556.35,13,18,34.18,191.64,330.53000000000003,18,"[17,31]"
"c_186","m",446.1800000000001,15,32,176.11,237.08000000000004,32.99,71,"(54,92]"
"c_1860","f",84.38,4,54,0,84.38,0,59,"(54,92]"
"c_1861","m",292.88000000000005,5,18,59.86000000000001,149.03,83.99,27,"[17,31]"
"c_1862","m",506.47999999999996,7,7,36.74,173.47,296.27,20,"[17,31]"
"c_1863","f",315.39000000000004,12,28,196.46,118.92999999999999,0,40,"(37,41]"
"c_1864","f",532.07,9,12,0,80.30000000000001,451.77,29,"[17,31]"
"c_1865","m",1518.11,18,27,13.09,68.12,1436.8999999999996,27,"[17,31]"
"c_1866","f",17.99,1,41,0,17.99,0,28,"[17,31]"
"c_1867","f",63.309999999999995,5,2,14.4,48.91,0,60,"(54,92]"
"c_1868","f",299.95,3,133,0,0,299.95,26,"[17,31]"
"c_1869","f",915.4600000000004,36,1,592.8400000000003,322.62,0,36,"(31,37]"
"c_187","m",1133.8600000000004,29,0,695.0000000000001,438.86000000000007,0,46,"(41,46]"
"c_1870","m",117.91,5,39,75.92999999999999,41.98,0,38,"(37,41]"
"c_1871","f",1209.62,19,1,27.97,202.86000000000004,978.7900000000001,26,"[17,31]"
"c_1872","f",171.24,9,12,17.7,153.54000000000002,0,54,"(46,54]"
"c_1873","m",425.27000000000004,7,10,38.08,86.41999999999999,300.77,18,"[17,31]"
"c_1874","m",403.12,5,19,56.260000000000005,195.42000000000002,151.44,25,"[17,31]"
"c_1875","f",203.08,5,48,0,85.96,117.12,26,"[17,31]"
"c_1876","m",1899.38,55,8,1303.42,595.96,0,38,"(37,41]"
"c_1877","f",368.04999999999995,21,14,176.61,191.44,0,65,"(54,92]"
"c_1878","f",81.42,2,162,0,81.42,0,53,"(46,54]"
"c_1879","f",204.80000000000004,7,187,92.24999999999999,112.54999999999998,0,48,"(46,54]"
"c_188","f",679.8100000000002,31,3,141.49999999999997,538.3100000000001,0,54,"(46,54]"
"c_1880","m",129.19,7,33,20.479999999999997,108.71000000000001,0,55,"(54,92]"
"c_1881","f",204.71,9,18,82.48,122.23,0,56,"(54,92]"
"c_1882","m",867.2000000000004,26,2,643.32,119.96,103.92,38,"(37,41]"
"c_1883","f",331.13000000000005,11,2,120.74000000000001,210.39000000000001,0,79,"(54,92]"
"c_1884","f",448.6700000000001,13,27,112.69999999999997,335.97,0,65,"(54,92]"
"c_1885","f",438.8000000000002,21,92,104.57,334.23,0,67,"(54,92]"
"c_1886","m",214.83,6,51,133.60999999999999,81.22,0,75,"(54,92]"
"c_1887","f",381.12000000000006,8,10,161.17000000000002,219.95000000000002,0,33,"(31,37]"
"c_1888","m",139.85999999999999,11,16,56.31,83.55,0,74,"(54,92]"
"c_1889","f",609.48,8,69,0,47.97,561.51,23,"[17,31]"
"c_189","m",251.81,8,42,164.71,87.1,0,47,"(46,54]"
"c_1890","f",837.18,39,3,218.07000000000005,619.1099999999999,0,57,"(54,92]"
"c_1891","f",615.3799999999999,14,8,352.04,263.34000000000003,0,48,"(46,54]"
"c_1892","f",915.4400000000004,32,6,627.9700000000003,287.47,0,47,"(46,54]"
"c_1893","m",1597.6200000000001,48,2,1029.9800000000002,567.6400000000001,0,44,"(41,46]"
"c_1894","f",124.09000000000002,7,32,19.939999999999998,104.15,0,55,"(54,92]"
"c_1895","f",165.06,4,33,0,49.81999999999999,115.24,22,"[17,31]"
"c_1896","m",229.40000000000003,8,11,24.96,145.29999999999995,59.14,24,"[17,31]"
"c_1897","m",218.04,7,24,108.15999999999998,109.88,0,17,"[17,31]"
"c_1898","f",628.41,23,27,202.8,425.61000000000007,0,65,"(54,92]"
"c_1899","f",954.8800000000003,35,7,728.1700000000002,226.71000000000004,0,30,"[17,31]"
"c_19","f",554.0500000000002,29,13,181.09,226.97,145.99,53,"(46,54]"
"c_190","f",55.239999999999995,2,2,16.49,38.75,0,78,"(54,92]"
"c_1900","m",875.5600000000003,23,2,460.3500000000002,346.21999999999997,68.99,38,"(37,41]"
"c_1901","m",204.49,4,15,24.46,75.05,104.98,17,"[17,31]"
"c_1902","f",374.8500000000001,21,18,101.51,273.34000000000003,0,51,"(46,54]"
"c_1903","m",212.49,2,139,0,0,212.49,17,"[17,31]"
"c_1904","f",101.34999999999998,4,5,32.96,68.39,0,66,"(54,92]"
"c_1905","m",746.5900000000003,31,3,130.67,615.9200000000001,0,54,"(46,54]"
"c_1906","f",240.59,4,21,0,23.83,216.76000000000002,17,"[17,31]"
"c_1907","m",1347.8299999999997,20,11,102.78999999999999,196.97000000000003,1048.0700000000002,26,"[17,31]"
"c_1908","m",42.17,2,32,4.99,37.18,0,50,"(46,54]"
"c_1909","f",133.97,1,289,0,15.99,117.98,22,"[17,31]"
"c_191","f",20.7,3,131,20.7,0,0,57,"(54,92]"
"c_1910","m",66.02,2,167,0,23.83,42.19,20,"[17,31]"
"c_1911","f",174.34000000000003,7,25,57.519999999999996,116.82,0,52,"(46,54]"
"c_1912","f",395.84000000000003,7,30,0,49.58,346.26,18,"[17,31]"
"c_1913","f",500.80000000000007,14,2,184.92000000000002,315.88000000000005,0,79,"(54,92]"
"c_1914","f",712.3300000000002,31,8,484.65999999999997,227.67000000000004,0,46,"(41,46]"
"c_1915","m",311.56000000000006,13,1,109.69999999999999,201.86,0,58,"(54,92]"
"c_1916","f",420.15000000000003,12,11,294.78000000000003,125.36999999999999,0,33,"(31,37]"
"c_1917","m",614.8900000000003,29,7,184.22,430.6700000000001,0,63,"(54,92]"
"c_1918","f",914.3000000000003,27,25,559.87,354.43000000000006,0,45,"(41,46]"
"c_1919","f",241.95000000000002,4,141,113.00999999999999,68.57000000000001,60.37,41,"(37,41]"
"c_192","f",947.7100000000002,14,26,0,181.53000000000003,766.1800000000001,18,"[17,31]"
"c_1920","f",240.64000000000004,10,12,191.39000000000001,49.25,0,39,"(37,41]"
"c_1921","m",117.20999999999998,3,48,47,70.21,0,36,"(31,37]"
"c_1922","m",90.89,3,108,49.67,41.22,0,32,"(31,37]"
"c_1923","m",1060.1600000000005,35,4,657.7700000000003,402.39000000000004,0,42,"(41,46]"
"c_1924","m",546.1500000000002,23,2,154.54,276.31,115.3,67,"(54,92]"
"c_1925","m",941.6500000000003,40,1,279.56,662.0900000000001,0,56,"(54,92]"
"c_1926","f",369.77000000000004,6,35,37.330000000000005,62.41,270.03000000000003,18,"[17,31]"
"c_1927","m",201.86999999999998,10,4,62.07000000000001,139.79999999999998,0,86,"(54,92]"
"c_1928","f",119.63,3,44,40.65,20.99,57.99,21,"[17,31]"
"c_1929","m",1587.62,19,11,37.75,81.38,1468.4899999999998,29,"[17,31]"
"c_193","m",653.65,18,7,292.8000000000001,291.86000000000007,68.99,42,"(41,46]"
"c_1930","m",282.0600000000001,12,1,208.63,73.43,0,40,"(37,41]"
"c_1931","m",299.44,12,25,156.47999999999996,142.95999999999998,0,38,"(37,41]"
"c_1932","f",39.98,2,26,0,39.98,0,25,"[17,31]"
"c_1933","f",1098.0800000000004,38,27,710.8800000000003,324.37,62.83,36,"(31,37]"
"c_1934","f",1555.4100000000003,24,7,96.50999999999999,345.96000000000004,1112.94,17,"[17,31]"
"c_1935","f",426.89000000000004,10,1,217.41000000000003,140.48999999999998,68.99,47,"(46,54]"
"c_1936","f",113.64999999999999,6,32,44.489999999999995,69.16,0,59,"(54,92]"
"c_1937","f",216.07000000000005,7,51,187.08000000000004,28.99,0,41,"(37,41]"
"c_1938","f",1799.8700000000008,49,9,1071.8600000000004,625.0200000000001,102.99,42,"(41,46]"
"c_1939","f",1206.1700000000003,42,3,733.5600000000002,403.6200000000001,68.99,46,"(41,46]"
"c_194","m",252.57000000000002,2,295,10.98,79.56,162.03,56,"(54,92]"
"c_1940","m",184.25,4,47,77.25999999999999,106.98999999999998,0,35,"(31,37]"
"c_1941","m",481.49000000000007,23,25,129.4,352.0900000000001,0,56,"(54,92]"
"c_1942","m",867.2400000000002,28,40,519.7100000000002,347.5300000000001,0,34,"(31,37]"
"c_1943","f",885.2300000000001,15,10,0,207.62,677.61,17,"[17,31]"
"c_1944","f",456.2500000000001,20,1,92.31,363.94000000000005,0,64,"(54,92]"
"c_1945","m",347.75,10,7,84.50999999999999,117.24999999999999,145.99,50,"(46,54]"
"c_1946","m",434.11999999999995,10,32,39.79,144.01999999999998,250.31,57,"(54,92]"
"c_1947","m",688.4200000000001,20,1,408.18000000000006,199.05,81.19,38,"(37,41]"
"c_1948","m",1262.6799999999998,16,28,0,116.44,1146.2399999999998,17,"[17,31]"
"c_1949","m",1299.2100000000003,17,29,73.44,134.56,1091.21,18,"[17,31]"
"c_195","m",865.5600000000002,38,5,245.50000000000003,620.0600000000001,0,64,"(54,92]"
"c_1950","f",306.53000000000003,13,5,35.95,270.5800000000001,0,53,"(46,54]"
"c_1951","f",225.35000000000002,6,97,112.57000000000001,112.78,0,39,"(37,41]"
"c_1952","f",229.79000000000005,8,55,168.27,61.519999999999996,0,39,"(37,41]"
"c_1953","m",589.75,23,6,151.76,437.99,0,57,"(54,92]"
"c_1954","f",361.31000000000006,11,0,227.83000000000007,133.48,0,31,"[17,31]"
"c_1955","m",732.3400000000001,26,2,162.71,502.06000000000006,67.57,55,"(54,92]"
"c_1956","f",109.41,4,8,29.67,79.74,0,77,"(54,92]"
"c_1957","m",120.16,3,48,0,10.86,109.3,26,"[17,31]"
"c_1958","f",905.1300000000002,26,8,714.3800000000002,190.75,0,38,"(37,41]"
"c_1959","f",995.0600000000004,33,15,615.3600000000002,379.7000000000001,0,32,"(31,37]"
"c_196","f",493.1700000000001,21,24,148.16,295.02,49.99,60,"(54,92]"
"c_1960","f",226.20000000000002,8,23,62.22,163.98,0,61,"(54,92]"
"c_1961","m",1592.8300000000006,52,1,1089.4000000000005,503.43,0,36,"(31,37]"
"c_1962","f",1066.67,12,7,22.880000000000003,232.88000000000002,810.9100000000001,19,"[17,31]"
"c_1963","f",803.6200000000001,30,5,517.3100000000001,286.31,0,31,"[17,31]"
"c_1964","m",65.6,4,34,47,18.6,0,52,"(46,54]"
"c_1965","f",435.7200000000001,18,12,156.76000000000002,278.96,0,54,"(46,54]"
"c_1966","f",508.4800000000001,23,2,117.99999999999997,390.48,0,72,"(54,92]"
"c_1967","f",114.17999999999998,3,3,78.55999999999999,35.62,0,18,"[17,31]"
"c_1968","f",704.9200000000001,8,55,81.74,51.45,571.73,24,"[17,31]"
"c_1969","f",938.1700000000001,14,5,6.08,147.17000000000002,784.9200000000001,29,"[17,31]"
"c_197","m",1393.4700000000007,43,13,992.2700000000001,401.20000000000005,0,41,"(37,41]"
"c_1970","m",19.18,1,223,0,19.18,0,19,"[17,31]"
"c_1971","f",833.9300000000002,10,14,77.51000000000002,153.22,603.2,21,"[17,31]"
"c_1972","m",788.99,9,57,29.67,98.11,661.21,18,"[17,31]"
"c_1973","m",240.04999999999998,4,9,0,0,240.04999999999998,24,"[17,31]"
"c_1974","m",26.61,1,27,0,26.61,0,59,"(54,92]"
"c_1975","f",738.0200000000002,36,9,214.88,523.1400000000001,0,70,"(54,92]"
"c_1976","f",244.79000000000002,5,19,110.60000000000001,134.19,0,33,"(31,37]"
"c_1977","m",448.48000000000013,13,9,278.6400000000001,169.84000000000003,0,44,"(41,46]"
"c_1978","m",236.73000000000002,1,31,0,0,236.73000000000002,22,"[17,31]"
"c_1979","f",310.11,3,3,0,17.99,292.12,20,"[17,31]"
"c_198","f",285.21999999999997,6,5,186.15999999999997,99.06,0,32,"(31,37]"
"c_1980","f",473.46,8,47,45.75,146.48000000000002,281.23,23,"[17,31]"
"c_1981","f",187.22,6,12,48.82000000000001,138.39999999999998,0,50,"(46,54]"
"c_1982","f",225.57000000000002,9,13,135.58,89.99,0,72,"(54,92]"
"c_1983","m",506.5000000000001,11,3,214.62,221.89,69.99,49,"(46,54]"
"c_1984","f",405.85,4,129,48.75,72.96,284.14,25,"[17,31]"
"c_1985","m",219.58,5,37,99.33999999999999,120.23999999999998,0,22,"[17,31]"
"c_1986","m",213.88000000000002,6,9,135.18999999999997,78.69,0,37,"(31,37]"
"c_1987","f",732.0500000000001,24,9,579.0900000000003,152.96,0,49,"(46,54]"
"c_1988","m",84.16,5,39,63.33,20.83,0,44,"(41,46]"
"c_1989","m",221.81000000000003,3,90,45.59,43.98,132.24,73,"(54,92]"
"c_199","m",748.6299999999999,6,17,94.74,76.14,577.75,24,"[17,31]"
"c_1990","m",228.96,11,24,96.23999999999998,132.72,0,69,"(54,92]"
"c_1991","m",659.02,20,2,483.37000000000006,175.65,0,31,"[17,31]"
"c_1992","f",52.98,2,7,0,52.98,0,65,"(54,92]"
"c_1993","m",200.90000000000003,8,56,115.15999999999998,85.74,0,39,"(37,41]"
"c_1994","m",999.1700000000003,36,0,629.7700000000002,369.40000000000003,0,31,"[17,31]"
"c_1995","m",461.1200000000002,17,4,321.9400000000001,139.18,0,43,"(41,46]"
"c_1996","m",1251.4300000000003,40,9,718.27,533.16,0,36,"(31,37]"
"c_1997","f",198.26000000000002,8,6,54.480000000000004,74.78999999999999,68.99,60,"(54,92]"
"c_1998","m",144.89999999999998,2,118,0,22.65,122.25,26,"[17,31]"
"c_1999","m",45.94,2,124,19.95,25.99,0,81,"(54,92]"
"c_2","m",971.31,40,1,609.23,362.0800000000001,0,45,"(41,46]"
"c_20","f",280.44,9,17,52.81,114.38999999999999,113.24000000000001,27,"[17,31]"
"c_200","f",185.8,8,40,75.42999999999999,110.36999999999999,0,79,"(54,92]"
"c_2000","m",242.93000000000006,11,5,76.95,102.61999999999999,63.36,57,"(54,92]"
"c_2001","f",302.53000000000003,11,3,61.38,241.15000000000003,0,69,"(54,92]"
"c_2002","f",414.3200000000001,21,6,170.6,243.72000000000003,0,81,"(54,92]"
"c_2003","m",398.89000000000004,9,3,215.1,183.79000000000002,0,48,"(46,54]"
"c_2004","m",1272.74,11,66,0,72.28,1200.46,19,"[17,31]"
"c_2005","f",561.0900000000001,12,27,329.05,189.53000000000003,42.51,32,"(31,37]"
"c_2006","f",759.52,25,8,470.69000000000005,288.83,0,34,"(31,37]"
"c_2007","f",594.4900000000001,6,21,74.35,153.96,366.17999999999995,17,"[17,31]"
"c_2008","m",236.26000000000002,6,13,91.44999999999999,144.81,0,76,"(54,92]"
"c_2009","m",1221.93,17,6,0,96.50999999999999,1125.42,27,"[17,31]"
"c_201","f",125.83999999999999,2,161,0,41.81999999999999,84.02,22,"[17,31]"
"c_2010","m",1274.1500000000003,33,2,750.0900000000003,524.0600000000001,0,46,"(41,46]"
"c_2011","m",493.77000000000015,23,5,128.93999999999997,364.8300000000001,0,56,"(54,92]"
"c_2012","f",82.78,2,138,0,13.79,68.99,22,"[17,31]"
"c_2013","m",135.82999999999998,9,10,56.17000000000001,79.66,0,54,"(46,54]"
"c_2014","m",991.1600000000002,27,49,516.3000000000001,376.39000000000004,98.47,33,"(31,37]"
"c_2015","m",760.26,37,12,191.62000000000003,568.6400000000001,0,61,"(54,92]"
"c_2016","f",91.17,3,31,14.690000000000001,76.48,0,65,"(54,92]"
"c_2017","f",229.55,10,32,38.64,190.91,0,55,"(54,92]"
"c_2018","m",364.36,4,61,0,17.63,346.73,29,"[17,31]"
"c_2019","m",476.56000000000006,8,46,10.99,126.07,339.5,26,"[17,31]"
"c_202","m",86.08,3,57,3.03,83.05,0,51,"(46,54]"
"c_2020","f",1518.9100000000008,47,0,930.0400000000003,588.8700000000001,0,48,"(46,54]"
"c_2021","m",1151.4300000000003,39,6,857.0200000000002,294.41,0,37,"(31,37]"
"c_2022","f",271.13,4,52,113.18999999999998,106.94999999999999,50.99,51,"(46,54]"
"c_2023","f",385.89,5,13,49.04,45.739999999999995,291.11,17,"[17,31]"
"c_2024","f",244.76000000000008,5,20,62.89000000000001,54.88999999999999,126.97999999999999,27,"[17,31]"
"c_2025","f",405.56999999999994,9,1,148.62999999999997,147.64000000000001,109.3,26,"[17,31]"
"c_2026","f",74.03,2,158,0,74.03,0,17,"[17,31]"
"c_2027","f",604.2500000000001,7,131,83.13,29.78,491.34000000000003,21,"[17,31]"
"c_2028","f",1099.4800000000002,31,5,659.6700000000001,439.8100000000001,0,43,"(41,46]"
"c_2029","m",458.17,13,3,354.18000000000006,103.99,0,45,"(41,46]"
"c_203","f",599.5800000000002,32,1,155.12,444.46000000000015,0,56,"(54,92]"
"c_2030","m",66.56,4,0,20.560000000000002,45.99999999999999,0,61,"(54,92]"
"c_2031","m",1441.440000000001,40,4,882.3600000000006,559.0800000000002,0,42,"(41,46]"
"c_2032","f",605.1800000000001,22,3,455.7,149.48,0,33,"(31,37]"
"c_2033","f",554.5600000000002,28,14,128.7,425.86000000000007,0,65,"(54,92]"
"c_2034","f",64.31,2,144,9.32,54.989999999999995,0,82,"(54,92]"
"c_2035","f",209.7,9,10,155.26999999999998,54.42999999999999,0,45,"(41,46]"
"c_2036","f",547.2800000000001,28,17,182.76,364.52000000000004,0,75,"(54,92]"
"c_2037","m",173.15000000000003,4,55,56.57,72.58999999999999,43.99,50,"(46,54]"
"c_2038","f",318.06000000000006,9,11,163.50000000000003,84.57,69.99,32,"(31,37]"
"c_2039","f",1526.4400000000003,52,17,1002.4700000000005,523.97,0,39,"(37,41]"
"c_204","f",475.7700000000001,13,3,304.76000000000005,171.01000000000002,0,37,"(31,37]"
"c_2040","m",421.4200000000001,13,0,166.14000000000001,255.28000000000003,0,59,"(54,92]"
"c_2041","f",109.37999999999997,7,90,96.03,13.35,0,46,"(41,46]"
"c_2042","f",242.64000000000004,5,0,50.49000000000001,72.17,119.97999999999999,24,"[17,31]"
"c_2043","m",107.88,6,65,42.73,65.15,0,63,"(54,92]"
"c_2044","f",599.8700000000001,33,2,168.35000000000002,431.52000000000004,0,69,"(54,92]"
"c_2045","m",421.14000000000016,8,78,89.04999999999998,213.11,118.97999999999999,55,"(54,92]"
"c_2046","f",228.92000000000002,10,1,84.53999999999999,144.38,0,52,"(46,54]"
"c_2047","f",857.1000000000001,26,13,510.01000000000016,347.09,0,38,"(37,41]"
"c_2048","m",902.2400000000004,22,13,498.98000000000013,403.26,0,34,"(31,37]"
"c_2049","m",315.53000000000003,6,50,7.99,168.56,138.98,17,"[17,31]"
"c_205","f",259.24,9,0,163.77999999999997,95.46,0,47,"(46,54]"
"c_2050","f",167.22,4,30,94.55,72.66999999999999,0,51,"(46,54]"
"c_2051","f",1718.16,18,11,0,136.82,1581.3400000000001,17,"[17,31]"
"c_2052","m",450.0800000000001,11,5,326.69000000000005,123.39,0,39,"(37,41]"
"c_2053","f",504.02,7,1,37.15,153.68,313.19,17,"[17,31]"
"c_2054","f",428.65000000000015,12,2,252.93000000000006,175.72,0,31,"[17,31]"
"c_2055","f",661.2200000000004,30,3,196.95000000000002,416.36000000000007,47.91,71,"(54,92]"
"c_2056","m",825.5300000000003,26,8,246.19000000000003,579.3400000000001,0,51,"(46,54]"
"c_2057","m",606.8,7,89,0,32.8,574,25,"[17,31]"
"c_2058","m",841.2400000000002,32,13,597.7200000000001,243.51999999999998,0,33,"(31,37]"
"c_2059","f",66.12,2,222,37.94,28.18,0,29,"[17,31]"
"c_206","f",526.9300000000001,21,1,371.04000000000013,155.89000000000001,0,32,"(31,37]"
"c_2060","f",267.78000000000003,10,39,111.38,156.39999999999998,0,55,"(54,92]"
"c_2061","m",554.5199999999999,12,0,179.23999999999998,194.73,180.55,29,"[17,31]"
"c_2062","f",345.09000000000003,11,92,195.39000000000001,149.7,0,44,"(41,46]"
"c_2063","m",314.58,8,27,210.35999999999999,104.21999999999998,0,41,"(37,41]"
"c_2064","f",148.92000000000002,5,50,68.45,80.47,0,75,"(54,92]"
"c_2065","m",173.59,4,223,140.10999999999999,33.48,0,30,"[17,31]"
"c_2066","f",334.18000000000006,15,19,282.1700000000001,52.01,0,34,"(31,37]"
"c_2067","m",480.1700000000002,13,29,360.20000000000016,119.97,0,43,"(41,46]"
"c_2068","m",600.5500000000001,15,25,341.51000000000005,259.04,0,44,"(41,46]"
"c_2069","m",846.7200000000001,28,2,541.2099999999999,305.51000000000005,0,35,"(31,37]"
"c_2070","m",507.5000000000001,6,24,37.080000000000005,138.83999999999997,331.58000000000004,18,"[17,31]"
"c_2071","f",392.0800000000001,14,6,235.5500000000001,156.53,0,31,"[17,31]"
"c_2072","m",317.05,11,34,76.67999999999999,240.37000000000003,0,62,"(54,92]"
"c_2073","f",617.7600000000001,27,35,231.82000000000002,385.94000000000005,0,73,"(54,92]"
"c_2074","f",220.29000000000005,4,52,7.99,121.96,90.34,27,"[17,31]"
"c_2075","f",359.90000000000003,10,10,264.54,95.36,0,33,"(31,37]"
"c_2076","f",1470.5300000000004,46,1,859.2700000000001,611.2600000000001,0,42,"(41,46]"
"c_2077","f",1842.290000000001,58,1,1261.5200000000007,531.7800000000001,48.99,37,"(31,37]"
"c_2078","f",506.21000000000004,8,2,0,103.04,403.17,27,"[17,31]"
"c_2079","m",352.8600000000001,15,10,182.61,170.25000000000003,0,62,"(54,92]"
"c_208","f",51.21,2,177,28.42,22.79,0,17,"[17,31]"
"c_2080","m",647.99,9,0,29.9,93.94999999999999,524.14,17,"[17,31]"
"c_2081","m",142.23999999999998,7,28,50.150000000000006,92.08999999999999,0,55,"(54,92]"
"c_2082","m",451.02000000000004,8,25,100.46,93.52999999999999,257.03,18,"[17,31]"
"c_2083","f",304,16,0,89.83,214.17,0,87,"(54,92]"
"c_2084","f",716.3500000000001,23,4,484.26000000000005,232.09000000000003,0,49,"(46,54]"
"c_2085","m",222.52,3,61,0,50.16,172.35999999999999,18,"[17,31]"
"c_2086","f",540.94,20,9,389.37000000000006,151.57,0,38,"(37,41]"
"c_2087","m",1163.3700000000003,41,19,785.9300000000002,377.44,0,35,"(31,37]"
"c_2088","f",555.08,18,10,160.84,236.07,158.17,63,"(54,92]"
"c_2089","m",148.87,1,42,0,79.88,68.99,21,"[17,31]"
"c_209","f",1118.3500000000004,36,4,690.1200000000002,428.2300000000001,0,49,"(46,54]"
"c_2090","m",750.7900000000001,14,11,52.18,180.79000000000002,517.8199999999999,17,"[17,31]"
"c_2091","m",844.7500000000002,41,6,275.09,569.6600000000001,0,55,"(54,92]"
"c_2092","f",830.2800000000002,28,8,512.6700000000002,317.61,0,38,"(37,41]"
"c_2093","f",605.6200000000001,20,10,363.3500000000001,242.27,0,36,"(31,37]"
"c_2094","f",138.85999999999999,3,26,109.86999999999999,28.99,0,34,"(31,37]"
"c_2095","m",210.58000000000007,6,39,127.55999999999999,83.02,0,46,"(41,46]"
"c_2096","f",218.21000000000004,8,6,58.96000000000001,159.25,0,67,"(54,92]"
"c_2097","m",153.33,2,165,0,54.99,98.34,23,"[17,31]"
"c_2098","f",746.74,34,2,293.3400000000001,453.4,0,57,"(54,92]"
"c_2099","f",1051.4100000000003,49,4,264.21000000000004,718.2100000000003,68.99,57,"(54,92]"
"c_21","m",1125.5600000000002,44,9,293.23,789.82,42.51,64,"(54,92]"
"c_210","m",46.38,3,16,16.65,29.73,0,50,"(46,54]"
"c_2100","m",294.01,11,100,155.27,138.73999999999998,0,30,"[17,31]"
"c_2101","m",674.1600000000003,21,31,336.8300000000001,286.34000000000003,50.99,33,"(31,37]"
"c_2102","f",520.9300000000001,22,2,186.3,334.63,0,60,"(54,92]"
"c_2103","f",1065.2,31,1,749.9700000000003,264.24000000000007,50.99,48,"(46,54]"
"c_2104","m",114.85,2,8,0,28.99,85.86,18,"[17,31]"
"c_2105","f",75.39999999999999,3,26,19.73,55.67,0,70,"(54,92]"
"c_2106","f",413.3800000000001,20,2,189.22999999999996,224.15,0,50,"(46,54]"
"c_2107","f",177.1,7,119,32.57,144.53,0,58,"(54,92]"
"c_2108","m",299.76000000000005,7,13,208.49,91.27,0,37,"(31,37]"
"c_2109","f",185.47,8,36,89.51999999999998,95.94999999999999,0,66,"(54,92]"
"c_211","f",311.8000000000001,10,33,131.2,75.82,104.78,30,"[17,31]"
"c_2110","f",341.7000000000001,18,2,137.04999999999998,204.65,0,52,"(46,54]"
"c_2111","f",791.9899999999998,45,17,228.85000000000002,563.14,0,62,"(54,92]"
"c_2112","m",431.59000000000003,8,12,96.91999999999999,78.16,256.51,26,"[17,31]"
"c_2113","m",371.4800000000001,16,6,225.00000000000006,146.48,0,30,"[17,31]"
"c_2114","m",181.94000000000003,7,12,63.739999999999995,118.2,0,65,"(54,92]"
"c_2115","f",317.89,12,10,184.64,133.25,0,46,"(41,46]"
"c_2116","m",598.7900000000002,28,1,125.80999999999997,472.97999999999996,0,53,"(46,54]"
"c_2117","f",234.10000000000002,9,31,146.20000000000005,87.9,0,33,"(31,37]"
"c_2118","m",977.4600000000002,34,8,613.9800000000001,363.4800000000001,0,31,"[17,31]"
"c_2119","f",753.3800000000002,39,0,241.13000000000005,512.2500000000001,0,78,"(54,92]"
"c_212","f",852.7900000000001,24,47,514.8100000000002,226.57999999999998,111.4,33,"(31,37]"
"c_2120","m",234.82999999999998,4,27,0,46.48,188.35,20,"[17,31]"
"c_2121","m",465.53000000000003,8,7,164.76,175.20999999999998,125.56,38,"(37,41]"
"c_2122","m",758.77,36,0,198.16000000000003,560.61,0,50,"(46,54]"
"c_2123","f",188.77,6,39,0,72.52,116.25,23,"[17,31]"
"c_2124","f",249.49000000000007,7,4,83.01,166.48000000000002,0,83,"(54,92]"
"c_2125","m",161.35000000000002,10,39,68.09,93.25999999999999,0,58,"(54,92]"
"c_2126","m",203.98,5,27,10.44,71.57,121.97,17,"[17,31]"
"c_2127","f",222.51,7,0,103.28000000000002,119.22999999999999,0,61,"(54,92]"
"c_2128","f",178.44,5,30,68.45,109.98999999999998,0,44,"(41,46]"
"c_2129","m",220.83,10,30,138.60999999999999,82.22,0,34,"(31,37]"
"c_213","f",1491.4700000000007,49,9,975.2600000000002,516.21,0,30,"[17,31]"
"c_2130","m",900.6500000000002,34,8,617.3900000000001,283.26000000000005,0,35,"(31,37]"
"c_2131","f",544.36,21,5,359.95000000000005,184.41,0,47,"(46,54]"
"c_2132","m",568.4300000000001,10,0,0,106.57,461.86,17,"[17,31]"
"c_2133","m",352.99000000000007,9,27,192.04,160.95,0,48,"(46,54]"
"c_2134","m",360.61,3,7,0,33.48,327.13,20,"[17,31]"
"c_2135","m",268.55,5,178,95.92999999999998,109.26,63.36,27,"[17,31]"
"c_2136","f",237.71000000000004,8,1,107.11999999999999,130.59,0,31,"[17,31]"
"c_2137","m",1049.3300000000004,37,7,812.6100000000002,236.72000000000003,0,48,"(46,54]"
"c_2138","f",421.6200000000001,8,4,146.13,216.34999999999997,59.14,23,"[17,31]"
"c_2139","f",1458.52,16,73,29.03,186.50000000000003,1242.99,28,"[17,31]"
"c_214","f",454.03999999999996,15,17,147.07999999999998,203.38000000000002,103.58,61,"(54,92]"
"c_2140","f",2286.91,65,1,1456.1200000000006,684.8000000000001,145.99,44,"(41,46]"
"c_2141","m",1024.9500000000003,29,2,674.5200000000001,350.43,0,40,"(37,41]"
"c_2142","m",1197.3400000000004,41,5,799.1500000000002,398.19000000000005,0,31,"[17,31]"
"c_2143","f",97.67999999999999,4,3,39.97,57.709999999999994,0,61,"(54,92]"
"c_2144","f",138.20999999999998,6,52,74.06,64.14999999999999,0,89,"(54,92]"
"c_2145","m",712.3100000000004,26,5,536.5300000000001,175.78,0,36,"(31,37]"
"c_2146","f",983.8500000000001,36,5,273.03000000000003,710.8200000000002,0,51,"(46,54]"
