client_id,sex,Montant,Fréquence,Récence,Prix_Categ0,Prix_Categ1,Prix_Categ2,Age
c_2484,m,403.11,12,16,87.46,248.08,67.57,58
c_2485,m,109.56,5,36,5.96,103.6,0.0,78
c_2486,m,48.68,3,124,0.0,48.68,0.0,55
c_2487,f,134.64,7,8,45.22,89.42,0.0,63
c_2488,m,101.49,5,25,22.97,78.52,0.0,71
c_2489,f,72.0,5,74,57.96,14.04,0.0,55
c_249,m,276.65,14,8,41.96,234.69,0.0,59
c_2490,m,382.84,4,64,39.91,97.95,244.98,22
c_2491,m,176.09,4,31,0.0,58.14,117.95,26
c_2492,f,170.3,5,6,0.0,170.3,0.0,72
c_2493,f,1404.76,14,11,84.56,229.04,1091.16,23
c_2494,m,657.13,9,22,14.95,175.33,466.85,19
c_2495,f,21.37,2,32,21.37,0.0,0.0,64
c_2496,m,310.1,16,0,140.86,169.24,0.0,63
c_2497,f,140.56,3,89,17.15,10.17,113.24,19
c_2498,f,347.83,16,12,56.09,291.74,0.0,54
c_2499,m,515.92,6,118,54.64,69.81,391.47,17
c_25,f,73.73,6,6,33.75,39.98,0.0,54
c_250,m,903.59,14,28,105.23,184.45,613.91,28
c_2500,m,696.5,22,9,461.18,235.32,0.0,48
c_2501,m,282.96,10,22,103.67,179.29,0.0,63
c_2502,f,429.06,13,16,226.52,133.55,68.99,57
c_2503,m,730.54,12,60,0.0,81.27,649.27,28
c_2504,m,616.71,14,30,418.87,197.84,0.0,45
c_2505,f,1876.2,63,9,1115.48,760.72,0.0,39
c_2506,f,247.69,6,7,10.99,71.73,164.97,29
c_2507,m,1382.39,48,4,894.53,487.86,0.0,40
c_2508,m,486.44,7,61,135.49,146.05,204.9,28
c_2509,m,82.95,4,5,16.98,65.97,0.0,80
c_251,m,454.81,16,3,100.67,354.14,0.0,61
c_2510,f,40.5,3,88,26.3,14.2,0.0,52
c_2511,m,1524.16,49,6,1005.51,469.66,48.99,43
c_2512,f,561.37,21,10,446.9,114.47,0.0,45
c_2513,m,249.92,5,6,87.22,30.18,132.52,40
c_2514,f,137.14,4,43,64.49,72.65,0.0,85
c_2515,f,114.31,5,34,89.5,24.81,0.0,44
c_2516,m,70.92,2,59,0.0,15.13,55.79,19
c_2517,f,245.28,5,13,135.59,109.69,0.0,43
c_2518,m,1482.37,53,6,905.36,475.02,101.99,43
c_2519,f,241.01,5,38,0.0,129.03,111.98,25
c_252,f,520.04,16,3,160.3,296.91,62.83,48
c_2520,m,1464.27,17,0,0.0,91.02,1373.25,25
c_2521,f,610.02,12,38,17.7,129.0,463.32,26
c_2522,f,441.43,22,5,121.44,319.99,0.0,55
c_2523,m,51.98,2,157,0.0,51.98,0.0,27
c_2524,f,740.09,22,10,522.96,217.13,0.0,48
c_2525,m,1677.97,50,6,980.0,647.98,49.99,39
c_2526,f,1020.2,25,7,552.07,411.14,56.99,39
c_2527,f,600.23,7,74,13.94,0.0,586.29,28
c_2528,f,200.85,5,16,70.79,66.07,63.99,17
c_2529,f,149.36,10,14,82.49,66.87,0.0,66
c_253,m,449.41,9,9,130.65,72.96,245.8,17
c_2530,m,245.29,6,34,50.18,104.12,90.99,62
c_2531,m,216.78,3,124,0.0,40.39,176.39,20
c_2532,f,162.2,3,9,4.6,74.61,82.99,26
c_2533,f,214.63,8,97,84.63,130.0,0.0,49
c_2534,m,283.94,10,91,205.57,78.37,0.0,33
c_2535,m,895.9,10,2,16.22,101.13,778.55,18
c_2536,f,41.97,3,81,6.99,34.98,0.0,64
c_2537,f,407.03,12,10,218.15,188.88,0.0,54
c_2538,m,1942.93,63,0,1347.37,595.56,0.0,48
c_2539,m,181.55,7,10,137.45,44.1,0.0,42
c_254,f,1164.05,43,23,800.93,363.12,0.0,31
c_2540,f,1363.82,17,29,45.7,229.58,1088.54,17
c_2541,f,119.98,2,48,0.0,61.99,57.99,18
c_2542,f,124.46,6,52,17.55,106.91,0.0,84
c_2543,m,604.96,10,4,117.96,397.46,89.54,69
c_2544,m,143.39,2,160,0.0,27.46,115.93,17
c_2545,m,1415.09,18,16,157.96,193.0,1064.13,23
c_2546,f,252.65,5,94,36.97,58.18,157.5,23
c_2547,m,472.83,18,10,81.31,340.53,50.99,53
c_2548,m,596.86,5,34,0.0,106.7,490.16,27
c_2549,m,163.16,4,47,80.27,82.89,0.0,62
c_255,m,1235.27,38,0,774.54,460.73,0.0,37
c_2550,f,363.72,12,2,236.17,127.55,0.0,38
c_2551,f,1220.05,43,0,736.0,484.05,0.0,30
c_2552,m,772.5,25,0,502.01,270.49,0.0,46
c_2553,m,353.33,12,2,42.56,310.77,0.0,71
c_2554,m,407.9,16,6,250.56,157.34,0.0,46
c_2555,f,469.43,6,48,39.86,73.72,355.85,28
c_2556,f,1540.52,46,0,1051.1,434.43,54.99,35
c_2557,m,345.1,12,5,207.31,137.79,0.0,41
c_2558,m,1056.21,32,1,683.95,372.26,0.0,48
c_2559,f,1072.51,12,5,15.97,166.42,890.12,19
c_256,f,822.65,37,1,169.61,595.05,57.99,58
c_2560,f,106.35,5,64,63.3,43.05,0.0,46
c_2561,m,123.02,5,45,80.42,42.6,0.0,37
c_2562,m,219.93,3,167,0.0,48.6,171.33,21
c_2563,f,863.59,19,2,356.67,455.93,50.99,46
c_2564,m,201.73,14,0,76.98,124.75,0.0,61
c_2565,f,187.29,10,0,76.54,110.75,0.0,61
c_2567,m,342.19,8,59,72.83,269.36,0.0,84
c_2568,f,194.3,9,15,60.73,133.57,0.0,51
c_2569,f,1650.97,60,0,1091.82,559.15,0.0,35
c_257,m,294.16,6,40,13.16,99.17,181.83,25
c_2570,f,311.34,7,49,133.77,177.57,0.0,42
c_2571,m,710.13,29,19,191.89,465.98,52.26,61
c_2572,f,531.98,17,7,381.89,150.09,0.0,43
c_2573,m,504.89,15,8,325.05,179.84,0.0,47
c_2574,m,526.84,17,10,409.44,117.4,0.0,44
c_2575,m,361.65,4,36,0.0,67.94,293.71,19
c_2576,m,224.27,9,3,29.87,194.4,0.0,51
c_2577,m,582.67,29,12,180.27,402.4,0.0,75
c_2578,f,187.45,10,7,76.98,110.47,0.0,60
c_2579,m,1132.74,37,15,762.61,370.13,0.0,39
c_258,m,237.51,6,22,47.57,189.94,0.0,62
c_2580,m,233.76,14,0,103.25,130.51,0.0,76
c_2581,m,296.13,10,39,268.14,27.99,0.0,47
c_2582,m,812.4,37,1,287.49,366.92,157.99,57
c_2583,m,620.48,32,12,152.41,468.07,0.0,59
c_2584,m,137.52,7,63,61.55,75.97,0.0,63
c_2585,m,430.72,15,34,279.02,151.7,0.0,32
c_2586,f,728.72,39,1,197.57,487.8,43.35,68
c_2587,m,515.3,9,21,117.27,239.86,158.17,66
c_2588,m,356.97,15,16,261.08,95.89,0.0,32
c_2589,f,1263.93,13,22,17.94,165.24,1080.75,17
c_259,f,185.5,6,10,30.07,155.43,0.0,86
c_2590,f,303.99,9,22,104.33,130.67,68.99,55
c_2591,f,229.71,3,222,0.0,47.66,182.05,19
c_2592,f,806.2,15,10,0.0,169.04,637.16,29
c_2593,m,800.56,12,62,0.0,111.1,689.46,23
c_2594,f,1150.43,14,19,35.43,198.63,916.37,24
c_2595,m,2064.28,60,0,1368.03,696.25,0.0,47
c_2596,f,729.98,28,5,479.26,250.72,0.0,36
c_2597,m,716.61,5,36,30.97,78.97,606.67,18
c_2598,f,327.72,11,9,161.55,166.17,0.0,39
c_2599,f,299.69,12,18,199.12,100.57,0.0,34
c_26,m,738.64,9,138,34.24,151.24,553.16,24
c_260,m,783.41,28,1,393.37,390.04,0.0,33
c_2600,f,38.54,1,169,38.54,0.0,0.0,41
c_2601,m,42.6,1,0,25.95,16.65,0.0,24
c_2602,f,511.71,12,45,260.0,251.71,0.0,41
c_2603,m,1099.93,41,12,273.38,710.57,115.98,54
c_2604,m,1008.61,32,0,325.53,683.08,0.0,65
c_2605,m,404.81,23,0,114.36,290.45,0.0,56
c_2606,f,627.91,23,2,440.82,187.09,0.0,42
c_2607,f,1046.19,12,28,60.78,93.53,891.88,17
c_2608,m,547.08,19,91,377.99,169.09,0.0,45
c_2609,m,722.09,15,19,20.19,156.01,545.89,18
c_261,f,722.38,40,9,220.79,501.59,0.0,58
c_2610,f,147.29,4,86,131.48,15.81,0.0,39
c_2611,f,1197.18,45,10,751.35,445.83,0.0,34
c_2612,m,161.05,2,125,0.0,14.99,146.06,26
c_2613,m,1093.57,35,7,723.86,369.71,0.0,46
c_2614,m,324.48,13,2,114.84,209.64,0.0,72
c_2615,f,185.16,10,27,56.62,128.54,0.0,55
c_2616,f,668.57,18,14,433.75,234.82,0.0,45
c_2617,m,276.02,11,22,77.33,198.69,0.0,64
c_2618,f,268.58,9,16,246.59,21.99,0.0,35
c_2619,f,158.0,5,28,0.0,158.0,0.0,53
c_262,f,522.63,6,1,0.0,112.38,410.25,17
c_2620,m,693.64,10,0,0.0,80.08,613.56,29
c_2621,f,69.9,6,17,42.91,26.99,0.0,57
c_2622,f,279.09,14,12,92.43,186.66,0.0,59
c_2623,f,219.01,8,7,85.02,133.99,0.0,70
c_2624,f,793.73,28,0,453.29,340.44,0.0,36
c_2625,m,194.07,4,116,22.91,46.08,125.08,17
c_2626,m,141.19,5,45,85.96,55.23,0.0,45
c_2627,m,1528.47,27,2,54.85,283.55,1190.07,17
c_2628,f,97.5,6,38,20.93,76.57,0.0,56
c_2629,m,263.23,5,4,10.98,125.54,126.71,28
c_263,m,712.07,25,0,282.0,318.08,111.99,57
c_2630,f,144.34,8,34,67.49,76.85,0.0,70
c_2631,m,108.77,6,89,45.46,63.31,0.0,60
c_2632,f,1104.04,29,11,690.11,413.93,0.0,45
c_2633,f,259.03,3,26,17.57,20.99,220.47,27
c_2634,m,149.97,2,177,10.99,23.99,114.99,29
c_2635,f,504.53,10,29,118.27,233.31,152.95,55
c_2636,m,150.86,4,7,27.18,123.68,0.0,73
c_2637,m,902.98,38,2,282.94,541.99,78.05,55
c_2638,f,574.97,30,2,158.47,416.5,0.0,50
c_2639,m,388.74,12,47,47.92,340.82,0.0,50
c_264,f,714.43,22,1,365.46,348.97,0.0,39
c_2640,f,117.39,3,34,89.93,27.46,0.0,43
c_2641,f,48.62,4,10,11.98,36.64,0.0,52
c_2642,f,285.07,11,7,146.89,138.18,0.0,31
c_2643,f,288.6,7,23,24.23,92.45,171.92,18
c_2644,f,944.36,30,10,572.12,372.24,0.0,46
c_2645,f,474.05,15,35,355.96,118.09,0.0,32
c_2646,f,391.56,17,4,60.1,288.95,42.51,50
c_2647,f,136.47,5,36,90.5,45.97,0.0,60
c_2648,f,380.85,6,166,30.37,113.15,237.33,21
c_2649,m,78.94,2,25,33.45,45.49,0.0,54
c_265,f,122.6,5,20,87.52,35.08,0.0,42
c_2650,f,425.78,20,5,103.99,321.79,0.0,71
c_2651,m,282.07,8,45,257.73,24.34,0.0,30
c_2652,m,1484.7,58,4,375.01,1109.69,0.0,51
c_2653,m,328.34,9,7,257.13,71.21,0.0,37
c_2654,m,630.43,9,0,106.32,218.13,305.98,27
c_2655,f,330.12,5,33,47.65,87.98,194.49,29
c_2656,f,476.09,7,12,0.0,65.94,410.15,22
c_2657,m,56.97,3,182,26.99,29.98,0.0,68
c_2658,m,179.44,2,70,50.57,61.3,67.57,17
c_2659,f,264.03,4,127,108.81,92.97,62.25,17
c_266,m,166.37,10,20,76.4,89.97,0.0,55
c_2660,m,322.53,4,35,0.0,23.56,298.97,20
c_2661,f,172.49,7,69,132.14,40.35,0.0,44
c_2662,f,362.24,18,36,98.39,263.85,0.0,61
c_2663,m,515.64,6,55,0.0,41.66,473.98,22
c_2664,f,484.16,11,5,69.39,109.19,305.58,24
c_2665,m,230.9,4,26,83.64,147.26,0.0,42
c_2666,m,294.09,7,2,186.63,107.46,0.0,49
c_2667,f,1384.04,38,5,736.57,647.47,0.0,39
c_2668,m,199.84,11,29,52.21,147.63,0.0,55
c_2669,m,234.2,10,20,49.68,184.52,0.0,61
c_267,f,788.83,27,28,607.74,181.09,0.0,48
c_2670,m,181.17,6,62,107.54,19.64,53.99,31
c_2671,m,476.66,12,12,364.71,111.95,0.0,35
c_2672,f,482.09,9,4,0.0,32.24,449.85,17
c_2673,m,328.86,9,21,251.3,77.56,0.0,37
c_2674,f,92.89,7,50,52.91,39.98,0.0,67
c_2675,m,232.51,6,102,98.64,133.87,0.0,56
c_2676,f,999.26,10,31,52.41,93.75,853.1,27
c_2677,f,1175.64,37,2,816.97,358.67,0.0,45
c_2678,f,844.97,11,29,35.12,96.17,713.68,27
c_2679,m,915.77,38,11,650.88,264.89,0.0,33
c_268,f,480.41,13,27,360.54,119.87,0.0,35
c_2680,f,1089.64,36,17,754.78,334.86,0.0,45
c_2681,f,23.59,2,181,23.59,0.0,0.0,49
c_2682,m,269.61,7,21,173.06,96.55,0.0,45
c_2683,m,829.85,27,1,246.15,583.7,0.0,61
c_2684,f,440.79,6,51,33.82,55.0,351.97,22
c_2685,f,331.56,4,142,16.53,52.7,262.33,19
c_2686,f,406.49,4,93,0.0,30.36,376.13,24
c_2687,m,409.92,16,12,68.55,237.38,103.99,69
c_2688,f,744.17,36,0,193.25,550.92,0.0,53
c_2689,m,427.48,18,28,162.78,264.7,0.0,51
c_269,f,648.78,8,25,42.8,63.73,542.25,25
c_2690,m,125.37,6,12,72.4,52.97,0.0,32
c_2691,f,564.96,16,15,222.93,342.03,0.0,33
c_2692,f,563.95,19,65,369.05,194.9,0.0,45
c_2693,m,182.74,3,57,72.47,110.27,0.0,83
c_2694,m,862.82,27,13,440.84,421.98,0.0,39
c_2695,f,1448.75,12,38,20.26,82.75,1345.74,19
c_2696,f,169.25,3,61,81.35,87.9,0.0,43
c_2697,m,279.82,8,2,211.85,67.97,0.0,45
c_2698,m,204.12,11,24,64.58,139.54,0.0,58
c_2699,f,1217.23,31,5,548.45,605.42,63.36,32
c_27,f,220.53,5,31,0.0,37.98,182.55,26
c_270,m,161.68,8,12,18.98,142.7,0.0,68
c_2700,m,56.99,1,199,0.0,0.0,56.99,18
c_2701,f,93.98,2,37,0.0,39.99,53.99,21
c_2702,m,361.93,5,22,19.53,52.83,289.57,21
c_2703,f,1134.25,34,21,649.21,485.04,0.0,37
c_2704,m,788.28,34,8,240.21,548.07,0.0,52
c_2705,m,473.56,16,7,204.48,269.08,0.0,42
c_2706,f,13.59,1,0,13.59,0.0,0.0,54
c_2707,f,607.4,11,7,0.0,102.47,504.93,29
c_2708,m,89.6,2,26,19.99,12.62,56.99,70
c_2709,m,305.15,6,16,49.59,193.31,62.25,61
c_271,m,58.14,4,125,38.57,19.57,0.0,75
c_2710,m,618.19,21,8,354.62,263.57,0.0,36
c_2711,f,852.76,21,7,419.73,287.04,145.99,38
c_2712,f,51.54,2,197,15.63,35.91,0.0,50
c_2713,f,516.77,22,21,219.04,297.73,0.0,51
c_2714,f,647.71,6,183,0.0,93.9,553.81,26
c_2715,m,429.47,5,109,0.0,20.99,408.48,24
c_2716,m,57.04,4,30,31.94,25.1,0.0,56
c_2717,m,91.01,4,35,42.28,48.73,0.0,71
c_2718,f,1003.07,39,5,140.24,862.83,0.0,71
c_2719,m,315.77,6,20,67.57,40.82,207.38,19
c_272,f,614.83,31,4,216.5,398.33,0.0,68
c_2720,m,792.82,31,11,109.52,683.3,0.0,61
c_2721,m,790.26,27,4,511.32,278.94,0.0,44
c_2722,m,759.23,24,17,488.71,270.52,0.0,35
c_2723,m,29.97,2,236,29.97,0.0,0.0,30
c_2724,f,572.07,19,30,290.46,281.61,0.0,43
c_2725,m,413.71,12,1,110.7,303.01,0.0,54
c_2726,f,204.57,8,25,116.09,88.48,0.0,34
c_2727,m,253.51,11,27,181.99,71.52,0.0,31
c_2728,f,586.33,19,1,220.07,302.27,63.99,42
c_2729,f,415.88,4,52,0.0,12.99,402.89,25
c_273,m,967.94,34,8,229.61,653.34,84.99,55
c_2730,f,19.95,2,54,3.64,16.31,0.0,55
c_2732,f,946.69,44,3,247.91,698.78,0.0,57
c_2733,m,1042.99,16,3,0.0,193.21,849.78,29
c_2734,m,578.86,7,41,0.0,89.34,489.52,19
c_2735,m,518.87,6,29,29.59,31.98,457.3,28
c_2736,f,126.49,3,9,22.69,103.8,0.0,65
c_2737,m,920.18,8,33,10.98,127.32,781.88,23
c_2738,m,466.56,17,12,321.61,144.95,0.0,49
c_2739,f,79.56,2,24,15.57,0.0,63.99,62
c_274,m,282.94,12,37,100.03,182.91,0.0,68
c_2740,m,327.35,9,39,98.43,158.93,69.99,50
c_2741,f,390.42,21,2,61.46,328.96,0.0,88
c_2742,f,63.13,2,81,3.99,0.0,59.14,29
c_2743,f,464.8,7,25,27.9,102.37,334.53,19
c_2744,f,409.54,7,1,74.1,154.47,180.97,26
c_2745,m,1476.5,45,0,1045.83,430.67,0.0,35
c_2746,m,500.27,10,31,32.96,132.77,334.54,26
c_2747,m,1400.62,45,23,889.89,510.73,0.0,43
c_2748,f,283.59,10,14,203.7,79.89,0.0,44
c_2749,f,605.29,13,4,315.08,290.21,0.0,41
c_275,f,102.89,7,75,46.37,56.52,0.0,70
c_2750,f,1004.19,48,0,252.32,630.48,121.39,65
c_2751,f,1036.15,30,3,656.19,309.97,69.99,42
c_2752,m,1043.35,11,8,0.0,70.78,972.57,18
c_2753,m,87.11,4,8,61.51,25.6,0.0,34
c_2754,f,318.37,10,28,153.86,164.51,0.0,35
c_2755,f,123.94,8,56,18.48,105.46,0.0,60
c_2756,m,583.66,20,5,470.95,112.71,0.0,31
c_2757,m,874.14,40,1,149.31,622.01,102.82,65
c_2758,m,50.58,1,276,21.59,28.99,0.0,53
c_2759,m,522.45,8,1,12.12,39.1,471.23,29
c_276,m,208.3,6,58,171.83,36.47,0.0,34
c_2760,f,690.62,19,3,419.44,271.18,0.0,40
c_2761,f,250.96,8,55,63.48,187.48,0.0,69
c_2762,m,742.42,25,2,475.34,267.08,0.0,40
c_2763,f,187.35,4,48,57.09,130.26,0.0,53
c_2764,m,706.51,25,4,517.25,189.26,0.0,35
c_2765,f,1400.7,39,39,869.79,530.91,0.0,37
c_2766,f,424.9,5,60,33.0,5.99,385.91,25
c_2767,f,594.98,20,6,431.7,163.28,0.0,43
c_2768,f,1023.38,37,4,689.2,334.18,0.0,32
c_2769,m,430.53,13,23,292.31,138.22,0.0,33
c_277,f,345.44,5,166,40.1,106.79,198.55,21
c_2770,f,441.05,13,7,246.37,194.68,0.0,43
c_2771,m,190.45,6,7,149.42,41.03,0.0,42
c_2772,m,653.24,35,0,190.5,462.74,0.0,80
c_2773,m,762.51,10,47,107.81,119.2,535.5,24
c_2774,m,159.83,7,59,48.02,111.81,0.0,57
c_2775,f,642.02,14,72,346.82,244.21,50.99,45
c_2776,f,21.46,1,231,21.46,0.0,0.0,28
c_2777,f,361.87,10,24,196.76,165.11,0.0,49
c_2778,m,34.57,2,7,15.99,18.58,0.0,56
c_2779,f,81.56,5,29,32.32,49.24,0.0,66
c_278,f,285.18,12,46,201.29,83.89,0.0,34
c_2780,m,962.45,32,0,635.75,326.7,0.0,49
c_2781,m,530.33,29,0,152.75,377.58,0.0,73
c_2782,f,147.52,3,36,0.0,16.99,130.53,25
c_2783,m,451.7,18,17,327.17,124.53,0.0,35
c_2784,f,357.16,18,1,85.37,271.79,0.0,73
c_2785,f,162.46,3,51,11.18,72.29,78.99,17
c_2786,f,1501.84,47,9,913.51,588.33,0.0,47
c_2787,f,127.75,6,9,62.19,65.56,0.0,53
c_2788,f,165.32,6,65,124.5,40.82,0.0,38
c_2789,m,272.47,12,30,188.09,84.38,0.0,42
c_279,f,29.48,2,99,29.48,0.0,0.0,35
c_2790,m,168.95,4,34,10.82,109.14,48.99,19
c_2791,m,1415.23,12,44,20.04,166.45,1228.74,17
c_2792,f,581.71,4,37,0.0,34.91,546.8,20
c_2793,m,21.98,2,83,8.99,12.99,0.0,88
c_2794,f,1170.94,18,6,15.14,276.34,879.46,28
c_2795,f,1210.6,38,11,890.35,320.25,0.0,43
c_2796,m,333.49,20,4,111.52,221.97,0.0,51
c_2797,f,100.18,2,52,49.21,50.97,0.0,65
c_2798,f,236.33,10,4,126.53,109.8,0.0,63
c_2799,f,259.86,12,1,68.7,191.16,0.0,55
c_28,f,185.48,11,4,33.36,152.12,0.0,51
c_280,f,72.6,6,6,39.12,33.48,0.0,72
c_2800,f,424.03,18,9,306.41,117.62,0.0,35
c_2801,m,1012.91,38,0,255.66,757.25,0.0,57
c_2802,m,194.39,9,45,28.97,165.42,0.0,58
c_2803,m,1331.59,44,19,938.96,392.63,0.0,49
c_2804,f,772.87,13,19,26.39,201.74,544.74,18
c_2805,m,329.05,5,4,83.6,125.63,119.82,22
c_2806,f,257.01,3,87,101.02,0.0,155.99,22
c_2807,f,538.97,23,7,173.89,365.08,0.0,77
c_2808,f,708.67,8,10,22.82,124.89,560.96,21
c_2809,m,991.57,31,2,653.61,337.96,0.0,40
c_281,m,365.1,12,64,270.95,94.15,0.0,46
c_2810,m,339.22,9,34,123.2,216.02,0.0,43
c_2811,f,1715.96,55,2,1294.86,421.1,0.0,34
c_2812,f,1316.46,53,6,855.28,461.18,0.0,41
c_2813,f,890.06,7,45,0.0,63.73,826.33,22
c_2814,m,401.33,6,110,36.24,59.76,305.33,27
c_2815,f,609.4,23,6,412.2,149.29,47.91,33
c_2816,f,543.75,7,20,0.0,158.69,385.06,24
c_2817,m,45.2,2,39,5.22,39.98,0.0,62
c_2818,f,316.24,4,85,0.0,97.96,218.28,24
c_2819,f,209.62,4,10,40.7,168.92,0.0,55
c_282,f,631.71,12,20,30.11,172.44,429.16,24
c_2820,m,1117.72,12,19,33.98,137.19,946.55,22
c_2821,m,343.68,20,23,170.88,172.8,0.0,74
c_2822,m,71.55,4,117,22.71,48.84,0.0,69
c_2823,f,795.84,27,8,236.92,499.78,59.14,53
c_2824,f,507.68,14,64,374.93,132.75,0.0,38
c_2825,m,629.31,9,24,68.1,55.98,505.23,24
c_2826,m,634.05,19,2,316.96,232.13,84.96,35
c_2827,f,247.09,9,48,46.58,200.51,0.0,64
c_2828,f,228.92,11,19,143.69,85.23,0.0,34
c_2829,f,265.59,8,27,59.16,206.43,0.0,54
c_283,m,1621.75,20,14,112.98,254.59,1254.18,25
c_2830,m,79.66,3,37,22.83,56.83,0.0,62
c_2831,m,391.29,6,10,15.99,141.19,234.11,18
c_2832,m,477.29,13,6,297.07,180.22,0.0,39
c_2833,f,290.56,11,14,169.5,121.06,0.0,46
c_2834,m,1292.97,45,2,898.99,393.98,0.0,36
c_2835,m,504.79,20,9,96.05,408.74,0.0,81
c_2836,f,540.55,8,1,110.07,152.16,278.32,17
c_2837,f,262.05,10,34,208.79,53.26,0.0,34
c_2838,f,376.88,6,40,28.27,85.35,263.26,20
c_2839,m,53.16,3,0,3.99,49.17,0.0,54
c_284,f,220.87,5,19,3.69,44.35,172.83,17
c_2840,f,1321.23,38,1,893.99,427.24,0.0,32
c_2841,m,295.06,8,17,249.58,45.48,0.0,42
c_2842,f,37.64,3,78,3.64,34.0,0.0,17
c_2843,f,691.1,11,1,132.12,101.43,457.55,26
c_2844,f,348.74,5,69,0.0,22.41,326.33,17
c_2845,f,246.76,5,3,0.0,76.79,169.97,17
c_2846,f,219.08,3,38,30.12,15.99,172.97,28
c_2848,m,528.39,17,7,410.62,117.77,0.0,42
c_2849,m,609.7,19,21,439.24,170.46,0.0,32
c_285,f,154.35,6,15,73.22,81.13,0.0,54
c_2850,m,333.56,9,5,134.98,128.59,69.99,68
c_2851,f,472.53,16,11,319.43,153.1,0.0,35
c_2852,m,316.01,10,11,130.11,185.9,0.0,67
c_2853,m,359.81,11,37,275.92,83.89,0.0,42
c_2854,m,384.05,8,30,138.4,245.65,0.0,17
c_2855,f,81.12,4,73,65.13,15.99,0.0,51
c_2856,m,187.57,4,32,28.96,24.99,133.62,26
c_2857,f,209.7,7,29,135.74,73.96,0.0,31
c_2858,f,1257.38,45,10,901.39,355.99,0.0,35
c_2859,f,972.36,33,29,627.45,344.91,0.0,30
c_286,f,184.02,3,39,0.0,0.0,184.02,19
c_2860,m,945.93,41,2,308.81,637.12,0.0,60
c_2861,m,1132.75,32,7,733.51,399.24,0.0,30
c_2862,m,15.99,1,207,0.0,15.99,0.0,23
c_2863,m,330.62,12,51,174.32,156.3,0.0,42
c_2864,f,760.5,12,37,0.0,136.63,623.87,19
c_2865,m,691.7,24,7,370.05,321.65,0.0,41
c_2866,f,135.37,3,91,0.0,84.38,50.99,29
c_2867,f,293.38,10,6,202.4,90.98,0.0,47
c_2868,m,369.87,4,107,0.0,27.99,341.88,27
c_2869,m,542.93,15,2,413.57,129.36,0.0,33
c_287,m,58.58,1,281,15.98,42.6,0.0,21
c_2870,m,112.81,5,13,52.49,60.32,0.0,57
c_2871,f,1125.13,47,3,913.98,211.15,0.0,32
c_2872,m,790.59,12,23,54.61,89.75,646.23,28
c_2873,f,133.66,4,26,94.08,39.58,0.0,34
c_2874,f,992.01,31,2,694.98,297.03,0.0,47
c_2875,m,1190.7,35,1,907.38,283.32,0.0,47
c_2876,f,607.41,12,9,30.7,200.08,376.63,29
c_2877,m,500.27,17,42,251.57,248.7,0.0,34
c_2878,m,196.74,11,17,31.75,164.99,0.0,62
c_2879,m,484.53,7,7,24.65,155.07,304.81,26
c_288,m,632.64,19,13,350.86,281.78,0.0,41
c_2880,f,269.01,5,7,0.0,129.72,139.29,19
c_2881,m,352.48,4,77,44.58,24.99,282.91,29
c_2882,f,179.37,2,44,3.99,65.3,110.08,24
c_2883,f,490.18,14,20,240.91,249.27,0.0,49
c_2884,m,359.65,5,42,0.0,19.99,339.66,29
c_2885,m,281.98,6,13,191.94,90.04,0.0,48
c_2886,m,551.93,28,4,253.91,298.02,0.0,51
c_2887,f,277.11,5,25,79.96,38.98,158.17,33
c_2888,f,96.49,1,275,39.03,57.46,0.0,17
c_2889,m,219.58,8,21,38.25,181.33,0.0,54
c_289,f,870.58,13,26,13.96,231.68,624.94,26
c_2890,f,458.21,19,25,289.09,169.12,0.0,39
c_2891,m,469.06,9,6,128.49,277.21,63.36,51
c_2892,f,268.16,18,12,148.06,120.1,0.0,76
c_2893,f,217.12,1,28,0.0,14.99,202.13,21
c_2894,f,185.39,4,45,34.86,109.22,41.31,17
c_2895,m,233.22,8,22,29.48,203.74,0.0,58
c_2896,m,86.56,1,42,0.0,18.99,67.57,21
c_2897,f,1026.97,31,0,616.0,410.97,0.0,32
c_2898,f,1562.05,16,41,156.02,215.41,1190.62,23
c_2899,f,1586.11,23,36,8.46,326.39,1251.26,27
c_29,m,456.07,6,18,55.17,167.36,233.54,28
c_290,m,1078.16,29,16,572.71,274.43,231.02,36
c_2900,m,1210.86,44,2,776.56,434.3,0.0,42
c_2901,f,161.66,7,29,69.5,92.16,0.0,72
c_2902,f,580.49,19,2,357.29,223.2,0.0,33
c_2903,f,580.77,27,2,233.67,347.1,0.0,54
c_2904,f,403.85,12,48,280.62,123.23,0.0,41
c_2905,f,656.42,16,12,180.31,246.07,230.04,63
c_2906,f,1129.43,14,9,16.24,102.28,1010.91,27
c_2907,m,129.48,3,159,5.16,0.0,124.32,28
c_2908,m,132.11,5,66,132.11,0.0,0.0,39
c_2909,m,322.53,5,23,30.13,173.84,118.56,17
c_291,f,635.27,19,8,449.31,185.96,0.0,41
c_2910,f,520.9,9,7,0.0,129.8,391.1,23
c_2911,f,473.71,11,48,0.0,137.22,336.49,19
c_2912,m,502.44,16,15,154.24,348.2,0.0,62
c_2913,m,295.78,10,4,140.63,155.15,0.0,38
c_2914,f,750.35,19,6,394.59,355.76,0.0,41
c_2915,f,742.16,20,17,509.11,233.05,0.0,32
c_2916,m,590.46,26,9,191.12,399.34,0.0,54
c_2917,m,1615.69,49,1,894.07,721.62,0.0,33
